job_idx,resume_idx,job_title,resume_id,final_score,skills,experience,education,domain,semantic,label
298,52,Procurement Specialist,72231872,0.8234090909090909,1.0,1.0,0.75,0.8,0.2727272727272727,1
298,92,Procurement Specialist,23510685,0.8234090909090909,1.0,1.0,0.75,0.8,0.2727272727272727,1
298,33,Procurement Specialist,57667857,0.8159090909090909,1.0,1.0,0.5,1.0,0.2727272727272727,1
298,101,Procurement Specialist,28175164,0.815,1.0,0.9,0.75,0.9,0.25,1
298,27,Procurement Specialist,29297973,0.8097727272727272,1.0,1.0,0.75,0.8,0.18181818181818182,1
343,81,US Program Coordinator for School Connectivity Programs,24508725,0.832877358490566,1.0,1.0,0.75,0.8,0.33584905660377357,1
343,2,US Program Coordinator for School Connectivity Programs,33176873,0.8303301886792452,1.0,1.0,0.75,0.9,0.2188679245283019,1
343,22,US Program Coordinator for School Connectivity Programs,25676643,0.8255188679245282,1.0,1.0,0.75,0.8,0.28679245283018867,1
343,52,US Program Coordinator for School Connectivity Programs,72231872,0.8170283018867924,1.0,1.0,0.75,0.8,0.23018867924528302,1
343,33,US Program Coordinator for School Connectivity Programs,57667857,0.8140566037735849,1.0,1.0,0.5,1.0,0.26037735849056604,1
343,92,US Program Coordinator for School Connectivity Programs,23510685,0.8119339622641509,1.0,1.0,0.75,0.8,0.19622641509433963,1
343,101,US Program Coordinator for School Connectivity Programs,28175164,0.8103301886792453,1.0,0.9,0.75,0.9,0.2188679245283019,1
343,46,US Program Coordinator for School Connectivity Programs,34554248,0.8068396226415094,1.0,1.0,0.75,0.8,0.16226415094339622,1
352,290,Manager,51639418,0.47584070796460176,0.0,1.0,1.0,0.6,0.23893805309734514,0
352,182,Manager,34317538,0.47013274336283184,0.0,1.0,1.0,0.5,0.3008849557522124,0
352,1799,Manager,10624813,0.46834070796460175,0.0,1.0,0.75,0.8,0.23893805309734514,0
352,1127,Manager,24643412,0.4670132743362832,0.0,1.0,0.75,0.8,0.23008849557522124,0
352,929,Manager,11813872,0.45466814159292035,0.0,1.0,0.75,0.7,0.24778761061946902,0
352,281,Manager,37242217,0.4520132743362832,0.0,1.0,0.75,0.7,0.23008849557522124,0
352,1195,Manager,22351830,0.44099557522123894,0.0,1.0,0.75,0.6,0.25663716814159293,0
352,688,Manager,18365443,0.43966814159292034,0.0,1.0,0.75,0.6,0.24778761061946902,0
352,229,Manager,36434348,0.4383407079646018,0.0,1.0,0.75,0.6,0.23893805309734514,0
352,258,Manager,90867631,0.4383407079646018,0.0,1.0,0.75,0.6,0.23893805309734514,0
433,182,Manager,34317538,0.8258928571428571,1.0,1.0,1.0,0.5,0.3392857142857143,1
433,988,Manager,27710853,0.8125,1.0,1.0,0.75,0.5,0.5,1
433,96,Manager,15575117,0.8098214285714286,1.0,1.0,0.75,0.5,0.48214285714285715,1
433,2300,Manager,25923361,0.8098214285714286,1.0,1.0,1.0,0.5,0.23214285714285715,1
434,182,PC Operator,34317538,0.4807142857142857,0.0,1.0,1.0,0.5,0.37142857142857144,0
434,290,PC Operator,51639418,0.47214285714285714,0.0,1.0,1.0,0.5,0.3142857142857143,0
434,2300,PC Operator,25923361,0.47214285714285714,0.0,1.0,1.0,0.5,0.3142857142857143,0
434,81,PC Operator,24508725,0.4689285714285714,0.0,1.0,0.75,0.5,0.5428571428571428,0
434,958,PC Operator,55712978,0.46785714285714286,0.0,1.0,1.0,0.5,0.2857142857142857,0
434,94,PC Operator,20806155,0.45607142857142857,0.0,1.0,0.75,0.5,0.45714285714285713,0
434,96,PC Operator,15575117,0.45607142857142857,0.0,1.0,0.75,0.5,0.45714285714285713,0
434,201,PC Operator,15425154,0.45607142857142857,0.0,1.0,0.75,0.5,0.45714285714285713,0
434,968,PC Operator,29142288,0.45607142857142857,0.0,1.0,0.75,0.5,0.45714285714285713,0
434,988,PC Operator,27710853,0.45607142857142857,0.0,1.0,0.75,0.5,0.45714285714285713,0
435,182,Chief Cook,34317538,0.46,0.0,1.0,1.0,0.5,0.23333333333333334,0
435,290,Chief Cook,51639418,0.455,0.0,1.0,1.0,0.5,0.2,0
435,2300,Chief Cook,25923361,0.455,0.0,1.0,1.0,0.5,0.2,0
435,958,Chief Cook,55712978,0.45,0.0,1.0,1.0,0.5,0.16666666666666666,0
435,1438,Chief Cook,35157762,0.4475,0.0,1.0,0.75,0.5,0.4,0
435,2426,Chief Cook,25718772,0.4425,0.0,1.0,0.75,0.5,0.36666666666666664,0
435,81,Chief Cook,24508725,0.4375,0.0,1.0,0.75,0.5,0.3333333333333333,0
435,96,Chief Cook,15575117,0.4375,0.0,1.0,0.75,0.5,0.3333333333333333,0
435,1347,Chief Cook,32069695,0.4375,0.0,1.0,0.75,0.5,0.3333333333333333,0
435,1376,Chief Cook,34252537,0.4375,0.0,1.0,0.75,0.5,0.3333333333333333,0
436,2300,Translator/ Interpreter,25923361,0.8171875,1.0,1.0,1.0,0.5,0.28125,1
436,182,Translator/ Interpreter,34317538,0.8125,1.0,1.0,1.0,0.5,0.25,1
467,1799,JSP/Java Developer for Lycos Mail,10624813,0.8209816753926701,1.0,1.0,0.75,0.8,0.25654450261780104,1
467,182,JSP/Java Developer for Lycos Mail,34317538,0.8181937172774869,1.0,1.0,1.0,0.5,0.2879581151832461,1
467,290,JSP/Java Developer for Lycos Mail,51639418,0.8174869109947643,1.0,1.0,1.0,0.6,0.18324607329842932,1
467,1127,JSP/Java Developer for Lycos Mail,24643412,0.8170549738219895,1.0,1.0,0.75,0.8,0.23036649214659685,1
467,929,JSP/Java Developer for Lycos Mail,11813872,0.8059816753926701,1.0,1.0,0.75,0.7,0.25654450261780104,1
468,1799,Java/C++ Developer for Lycos Mail,10624813,0.8208152173913044,1.0,1.0,0.75,0.8,0.2554347826086957,1
468,290,Java/C++ Developer for Lycos Mail,51639418,0.8177173913043478,1.0,1.0,1.0,0.6,0.18478260869565216,1
468,182,Java/C++ Developer for Lycos Mail,34317538,0.817391304347826,1.0,1.0,1.0,0.5,0.2826086956521739,1
468,1127,Java/C++ Developer for Lycos Mail,24643412,0.8159239130434782,1.0,1.0,0.75,0.8,0.22282608695652173,1
468,929,Java/C++ Developer for Lycos Mail,11813872,0.8066304347826087,1.0,1.0,0.75,0.7,0.2608695652173913,1
471,1799,Java/C++ Developer for Lycos Communities,10624813,0.8226162790697674,1.0,1.0,0.75,0.8,0.26744186046511625,1
471,1127,Java/C++ Developer for Lycos Communities,24643412,0.8173837209302325,1.0,1.0,0.75,0.8,0.23255813953488372,1
471,290,Java/C++ Developer for Lycos Communities,51639418,0.8170348837209302,1.0,1.0,1.0,0.6,0.18023255813953487,1
471,182,Java/C++ Developer for Lycos Communities,34317538,0.8168604651162791,1.0,1.0,1.0,0.5,0.27906976744186046,1
471,929,Java/C++ Developer for Lycos Communities,11813872,0.8076162790697674,1.0,1.0,0.75,0.7,0.26744186046511625,1
472,1799,JSP/Java Developer for Lycos Chat,10624813,0.8238793103448275,1.0,1.0,0.75,0.8,0.27586206896551724,1
472,1127,JSP/Java Developer for Lycos Chat,24643412,0.8195689655172413,1.0,1.0,0.75,0.8,0.2471264367816092,1
472,290,JSP/Java Developer for Lycos Chat,51639418,0.8175862068965517,1.0,1.0,1.0,0.6,0.1839080459770115,1
472,182,JSP/Java Developer for Lycos Chat,34317538,0.8172413793103448,1.0,1.0,1.0,0.5,0.28160919540229884,1
472,929,JSP/Java Developer for Lycos Chat,11813872,0.8088793103448275,1.0,1.0,0.75,0.7,0.27586206896551724,1
476,1799,Software Developer,10624813,0.8267105263157895,1.0,1.0,0.75,0.8,0.29473684210526313,1
476,929,Software Developer,11813872,0.8196052631578947,1.0,1.0,0.75,0.7,0.3473684210526316,1
476,2395,Software Developer,12144825,0.8057894736842105,1.0,1.0,0.5,0.9,0.30526315789473685,1
490,281,Employment Agency Coordinator,37242217,0.8122115384615385,1.0,1.0,0.75,0.7,0.2980769230769231,1
493,81,Food & Beverage Supervisor,24508725,0.8371428571428571,1.0,1.0,0.75,0.8,0.36428571428571427,1
493,2,Food & Beverage Supervisor,33176873,0.8339285714285715,1.0,1.0,0.75,0.9,0.24285714285714285,1
493,22,Food & Beverage Supervisor,25676643,0.8264285714285714,1.0,1.0,0.75,0.8,0.29285714285714287,1
493,52,Food & Beverage Supervisor,72231872,0.8264285714285714,1.0,1.0,0.75,0.8,0.29285714285714287,1
493,46,Food & Beverage Supervisor,34554248,0.8189285714285715,1.0,1.0,0.75,0.8,0.24285714285714285,1
493,101,Food & Beverage Supervisor,28175164,0.8182142857142857,1.0,0.9,0.75,0.9,0.2714285714285714,1
493,92,Food & Beverage Supervisor,23510685,0.8146428571428571,1.0,1.0,0.75,0.8,0.21428571428571427,1
493,27,Food & Beverage Supervisor,29297973,0.8135714285714285,1.0,1.0,0.75,0.8,0.20714285714285716,1
493,1326,Food & Beverage Supervisor,11152490,0.8125,1.0,1.0,0.75,0.6,0.4,1
493,33,Food & Beverage Supervisor,57667857,0.8114285714285714,1.0,1.0,0.5,1.0,0.24285714285714285,1
509,182,Public Outreach Coordinator,34317538,0.8216216216216216,1.0,1.0,1.0,0.5,0.3108108108108108,1
510,1799,JSP/Java Developer for Lycos Billing Platform,10624813,0.8258734939759036,1.0,1.0,0.75,0.8,0.2891566265060241,1
510,1127,JSP/Java Developer for Lycos Billing Platform,24643412,0.8213554216867469,1.0,1.0,0.75,0.8,0.25903614457831325,1
510,182,JSP/Java Developer for Lycos Billing Platform,34317538,0.8201807228915663,1.0,1.0,1.0,0.5,0.30120481927710846,1
510,290,JSP/Java Developer for Lycos Billing Platform,51639418,0.8198192771084337,1.0,1.0,1.0,0.6,0.19879518072289157,1
510,929,JSP/Java Developer for Lycos Billing Platform,11813872,0.811777108433735,1.0,1.0,0.75,0.7,0.29518072289156627,1
510,281,JSP/Java Developer for Lycos Billing Platform,37242217,0.806355421686747,1.0,1.0,0.75,0.7,0.25903614457831325,1
511,1799,QA engineer at Lycos Test Center,10624813,0.47288461538461535,0.0,1.0,0.75,0.8,0.2692307692307692,0
511,290,QA engineer at Lycos Test Center,51639418,0.47173076923076923,0.0,1.0,1.0,0.6,0.21153846153846154,0
511,1127,QA engineer at Lycos Test Center,24643412,0.47096153846153843,0.0,1.0,0.75,0.8,0.2564102564102564,0
511,182,QA engineer at Lycos Test Center,34317538,0.4701923076923077,0.0,1.0,1.0,0.5,0.30128205128205127,0
511,929,QA engineer at Lycos Test Center,11813872,0.4540384615384615,0.0,1.0,0.75,0.7,0.24358974358974358,0
511,281,QA engineer at Lycos Test Center,37242217,0.4444230769230769,0.0,1.0,0.75,0.7,0.1794871794871795,0
511,2395,QA engineer at Lycos Test Center,12144825,0.4436538461538462,0.0,1.0,0.5,0.9,0.22435897435897437,0
511,1195,QA engineer at Lycos Test Center,22351830,0.4428846153846154,0.0,1.0,0.75,0.6,0.2692307692307692,0
511,583,QA engineer at Lycos Test Center,12546838,0.44,0.0,1.0,0.75,0.6,0.25,0
511,258,QA engineer at Lycos Test Center,90867631,0.4380769230769231,0.0,1.0,0.75,0.6,0.23717948717948717,0
512,182,Project Assistant,34317538,0.824236641221374,1.0,1.0,1.0,0.5,0.3282442748091603,1
513,1799,Java or C++ backend developer for Lycos Communities,10624813,0.8232514450867052,1.0,1.0,0.75,0.8,0.27167630057803466,1
513,1127,Java or C++ backend developer for Lycos Communities,24643412,0.8180491329479769,1.0,1.0,0.75,0.8,0.23699421965317918,1
513,290,Java or C++ backend developer for Lycos Communities,51639418,0.816878612716763,1.0,1.0,1.0,0.6,0.1791907514450867,1
513,182,Java or C++ backend developer for Lycos Communities,34317538,0.8166184971098266,1.0,1.0,1.0,0.5,0.2774566473988439,1
513,929,Java or C++ backend developer for Lycos Communities,11813872,0.8073843930635838,1.0,1.0,0.75,0.7,0.2658959537572254,1
514,1799,Software Engineer / Senior Software Engineer,10624813,0.8185389610389611,1.0,1.0,0.75,0.8,0.24025974025974026,1
514,290,Software Engineer / Senior Software Engineer,51639418,0.8162987012987013,1.0,1.0,1.0,0.6,0.17532467532467533,1
514,1127,Software Engineer / Senior Software Engineer,24643412,0.8126948051948052,1.0,1.0,0.75,0.8,0.2012987012987013,1
514,182,Software Engineer / Senior Software Engineer,34317538,0.810064935064935,1.0,1.0,1.0,0.5,0.23376623376623376,1
515,182,Senior QA engineer at Lycos Test Center,34317538,0.8205357142857143,1.0,1.0,1.0,0.5,0.30357142857142855,1
516,1799,Advanced Java Developer for Lycos Communities,10624813,0.8226162790697674,1.0,1.0,0.75,0.8,0.26744186046511625,1
516,182,Advanced Java Developer for Lycos Communities,34317538,0.8177325581395348,1.0,1.0,1.0,0.5,0.28488372093023256,1
516,1127,Advanced Java Developer for Lycos Communities,24643412,0.8173837209302325,1.0,1.0,0.75,0.8,0.23255813953488372,1
516,290,Advanced Java Developer for Lycos Communities,51639418,0.8170348837209302,1.0,1.0,1.0,0.6,0.18023255813953487,1
516,929,Advanced Java Developer for Lycos Communities,11813872,0.8076162790697674,1.0,1.0,0.75,0.7,0.26744186046511625,1
517,1799,Advanced Java Developer for Lycos Billing Platform,10624813,0.8248312883435582,1.0,1.0,0.75,0.8,0.2822085889570552,1
517,182,Advanced Java Developer for Lycos Billing Platform,34317538,0.8200920245398773,1.0,1.0,1.0,0.5,0.3006134969325153,1
517,290,Advanced Java Developer for Lycos Billing Platform,51639418,0.8194478527607362,1.0,1.0,1.0,0.6,0.19631901840490798,1
517,1127,Advanced Java Developer for Lycos Billing Platform,24643412,0.8183895705521472,1.0,1.0,0.75,0.8,0.2392638036809816,1
517,929,Advanced Java Developer for Lycos Billing Platform,11813872,0.8098312883435582,1.0,1.0,0.75,0.7,0.2822085889570552,1
518,96,Office Manager,15575117,0.8747641509433962,1.0,1.0,0.75,1.0,0.41509433962264153,1
518,2373,Office Manager,29221006,0.8719339622641509,1.0,1.0,0.75,1.0,0.39622641509433965,1
518,81,Office Manager,24508725,0.8232547169811321,1.0,1.0,0.75,0.6,0.4716981132075472,1
518,52,Office Manager,72231872,0.8062735849056604,1.0,1.0,0.75,0.6,0.3584905660377358,1
518,2369,Office Manager,16833515,0.8062735849056604,1.0,1.0,0.75,0.6,0.3584905660377358,1
519,1830,Staff Accountant,21338490,0.861890243902439,1.0,1.0,0.75,1.0,0.32926829268292684,1
519,1914,Staff Accountant,26975573,0.8467987804878049,1.0,1.0,0.75,0.875,0.35365853658536583,1
519,1915,Staff Accountant,28298773,0.8394817073170732,1.0,1.0,0.75,0.875,0.3048780487804878,1
519,1541,Staff Accountant,14181049,0.824390243902439,1.0,1.0,0.75,0.75,0.32926829268292684,1
519,1557,Staff Accountant,38907798,0.8207317073170731,1.0,1.0,0.75,0.75,0.3048780487804878,1
519,1702,Staff Accountant,27756469,0.8189024390243902,1.0,1.0,0.75,0.75,0.2926829268292683,1
519,1580,Staff Accountant,24833063,0.8184451219512195,1.0,1.0,0.5,0.875,0.4146341463414634,1
519,2230,Staff Accountant,26673507,0.8170731707317073,1.0,1.0,0.75,0.75,0.2804878048780488,1
519,2373,Staff Accountant,29221006,0.8147865853658536,1.0,1.0,0.75,0.625,0.3902439024390244,1
519,1824,Staff Accountant,21794875,0.8129573170731708,1.0,1.0,0.75,0.625,0.3780487804878049,1
520,182,IT Specialist - System Admin.,34317538,0.8261363636363637,1.0,1.0,1.0,0.5,0.3409090909090909,1
520,258,IT Specialist - System Admin.,90867631,0.8223863636363636,1.0,1.0,0.75,0.6,0.4659090909090909,1
529,1830,Economic Policy Advisor,21338490,0.8563053097345132,1.0,1.0,0.75,1.0,0.2920353982300885,1
529,1914,Economic Policy Advisor,26975573,0.8402101769911504,1.0,1.0,0.75,0.875,0.30973451327433627,1
529,1915,Economic Policy Advisor,28298773,0.8269358407079646,1.0,1.0,0.75,0.875,0.22123893805309736,1
529,1541,Economic Policy Advisor,14181049,0.8241150442477876,1.0,1.0,0.75,0.75,0.3274336283185841,1
529,2230,Economic Policy Advisor,26673507,0.816150442477876,1.0,1.0,0.75,0.75,0.2743362831858407,1
529,1702,Economic Policy Advisor,27756469,0.8148230088495575,1.0,1.0,0.75,0.75,0.26548672566371684,1
529,1580,Economic Policy Advisor,24833063,0.810674778761062,1.0,1.0,0.5,0.875,0.36283185840707965,1
529,1557,Economic Policy Advisor,38907798,0.8095132743362832,1.0,1.0,0.75,0.75,0.23008849557522124,1
530,1830,Executive Director,21338490,0.848538961038961,1.0,1.0,0.75,1.0,0.24025974025974026,1
530,1914,Executive Director,26975573,0.8366071428571429,1.0,1.0,0.75,0.875,0.2857142857142857,1
530,1915,Executive Director,28298773,0.8249188311688311,1.0,1.0,0.75,0.875,0.2077922077922078,1
530,1541,Executive Director,14181049,0.8178571428571428,1.0,1.0,0.75,0.75,0.2857142857142857,1
530,2230,Executive Director,26673507,0.8178571428571428,1.0,1.0,0.75,0.75,0.2857142857142857,1
530,1557,Executive Director,38907798,0.811038961038961,1.0,1.0,0.75,0.75,0.24025974025974026,1
530,1989,Executive Director,25187733,0.8068993506493506,1.0,1.0,0.75,0.625,0.33766233766233766,1
530,1702,Executive Director,27756469,0.8061688311688311,1.0,1.0,0.75,0.75,0.2077922077922078,1
530,1580,Executive Director,24833063,0.8059253246753246,1.0,1.0,0.5,0.875,0.33116883116883117,1
536,1512,Local Economic Expert,16426777,0.8276327433628319,1.0,1.0,0.75,0.8,0.3008849557522124,1
536,2229,Local Economic Expert,11773925,0.8156858407079646,1.0,1.0,0.75,0.8,0.22123893805309736,1
546,182,4 Managers,34317538,0.4815217391304348,0.0,1.0,1.0,0.5,0.37681159420289856,0
546,1799,4 Managers,10624813,0.4781521739130435,0.0,1.0,0.75,0.8,0.30434782608695654,0
546,1127,4 Managers,24643412,0.4716304347826087,0.0,1.0,0.75,0.8,0.2608695652173913,0
546,290,4 Managers,51639418,0.46608695652173915,0.0,1.0,1.0,0.6,0.17391304347826086,0
546,929,4 Managers,11813872,0.4588043478260869,0.0,1.0,0.75,0.7,0.2753623188405797,0
546,281,4 Managers,37242217,0.4566304347826087,0.0,1.0,0.75,0.7,0.2608695652173913,0
546,258,4 Managers,90867631,0.44815217391304346,0.0,1.0,0.75,0.6,0.30434782608695654,0
546,688,4 Managers,18365443,0.4459782608695652,0.0,1.0,0.75,0.6,0.2898550724637681,0
546,1195,4 Managers,22351830,0.4459782608695652,0.0,1.0,0.75,0.6,0.2898550724637681,0
546,309,4 Managers,16186411,0.44467391304347825,0.0,0.8,0.75,0.8,0.34782608695652173,0
556,1127,Java Programmer,24643412,0.8391666666666666,1.0,1.0,0.75,0.8,0.37777777777777777,1
556,182,Java Programmer,34317538,0.8316666666666667,1.0,1.0,1.0,0.5,0.37777777777777777,1
556,1799,Java Programmer,10624813,0.8291666666666666,1.0,1.0,0.75,0.8,0.3111111111111111,1
556,290,Java Programmer,51639418,0.8266666666666667,1.0,1.0,1.0,0.6,0.24444444444444444,1
556,1195,Java Programmer,22351830,0.8225,1.0,1.0,0.75,0.6,0.4666666666666667,1
556,929,Java Programmer,11813872,0.8141666666666666,1.0,1.0,0.75,0.7,0.3111111111111111,1
559,1830,Accountant,21338490,0.8604508196721311,1.0,1.0,0.75,1.0,0.319672131147541,1
559,1914,Accountant,26975573,0.8466188524590164,1.0,1.0,0.75,0.875,0.3524590163934426,1
559,1915,Accountant,28298773,0.8453893442622951,1.0,1.0,0.75,0.875,0.3442622950819672,1
559,1541,Accountant,14181049,0.8204918032786885,1.0,1.0,0.75,0.75,0.30327868852459017,1
559,2373,Accountant,29221006,0.815266393442623,1.0,1.0,0.75,0.625,0.39344262295081966,1
559,1702,Accountant,27756469,0.8131147540983606,1.0,1.0,0.75,0.75,0.2540983606557377,1
559,1557,Accountant,38907798,0.8094262295081966,1.0,1.0,0.75,0.75,0.22950819672131148,1
559,1580,Accountant,24833063,0.8066598360655738,1.0,1.0,0.5,0.875,0.3360655737704918,1
559,2230,Accountant,26673507,0.8057377049180328,1.0,1.0,0.75,0.75,0.20491803278688525,1
567,290,Volunteer,51639418,0.4752272727272727,0.0,1.0,1.0,0.6,0.23484848484848486,0
567,182,Volunteer,34317538,0.4647727272727273,0.0,1.0,1.0,0.5,0.26515151515151514,0
567,1799,Volunteer,10624813,0.4631818181818182,0.0,1.0,0.75,0.8,0.20454545454545456,0
567,1127,Volunteer,24643412,0.4597727272727273,0.0,1.0,0.75,0.8,0.18181818181818182,0
567,281,Volunteer,37242217,0.4515909090909091,0.0,1.0,0.75,0.7,0.22727272727272727,0
567,929,Volunteer,11813872,0.44931818181818184,0.0,1.0,0.75,0.7,0.21212121212121213,0
567,688,Volunteer,18365443,0.44227272727272726,0.0,1.0,0.75,0.6,0.26515151515151514,0
567,1238,Volunteer,26341987,0.4375,0.0,1.0,0.75,0.5,0.3333333333333333,0
567,583,Volunteer,12546838,0.4365909090909091,0.0,1.0,0.75,0.6,0.22727272727272727,0
567,2395,Volunteer,12144825,0.43613636363636366,0.0,1.0,0.5,0.9,0.17424242424242425,0
578,182,Project Coordinator,34317538,0.8195312499999999,1.0,1.0,1.0,0.5,0.296875,1
583,1830,(Chief) Accountant,21338490,0.8549342105263158,1.0,1.0,0.75,1.0,0.28289473684210525,1
583,1915,(Chief) Accountant,28298773,0.8421052631578947,1.0,1.0,0.75,0.875,0.3223684210526316,1
583,1914,(Chief) Accountant,26975573,0.8391447368421052,1.0,1.0,0.75,0.875,0.3026315789473684,1
583,1541,(Chief) Accountant,14181049,0.8203947368421052,1.0,1.0,0.75,0.75,0.3026315789473684,1
583,1702,(Chief) Accountant,27756469,0.8125,1.0,1.0,0.75,0.75,0.25,1
583,1580,(Chief) Accountant,24833063,0.8115131578947369,1.0,1.0,0.5,0.875,0.3684210526315789,1
583,2230,(Chief) Accountant,26673507,0.8115131578947368,1.0,1.0,0.75,0.75,0.24342105263157895,1
583,1557,(Chief) Accountant,38907798,0.8085526315789473,1.0,1.0,0.75,0.75,0.2236842105263158,1
611,96,Sales Assistant,15575117,0.8662037037037037,1.0,1.0,0.75,1.0,0.35802469135802467,1
611,2373,Sales Assistant,29221006,0.8624999999999999,1.0,1.0,0.75,1.0,0.3333333333333333,1
611,81,Sales Assistant,24508725,0.815462962962963,1.0,1.0,0.75,0.6,0.41975308641975306,1
611,52,Sales Assistant,72231872,0.8062037037037036,1.0,1.0,0.75,0.6,0.35802469135802467,1
612,2373,Administrative Assistant,29221006,0.8659782608695652,1.0,1.0,0.75,1.0,0.3565217391304348,1
612,96,Administrative Assistant,15575117,0.8594565217391305,1.0,1.0,0.75,1.0,0.3130434782608696,1
612,946,Administrative Assistant,20969119,0.8216304347826087,1.0,1.0,0.75,0.8,0.2608695652173913,1
612,28,Administrative Assistant,18334783,0.8072826086956522,1.0,1.0,0.75,0.8,0.16521739130434782,1
616,1512,Short-Term Health Care Research Associate,16426777,0.8105821917808219,1.0,1.0,0.75,0.8,0.1872146118721461,1
616,2229,Short-Term Health Care Research Associate,11773925,0.8092123287671232,1.0,1.0,0.75,0.8,0.1780821917808219,1
621,182,Windows C++/C# Software Developers,34317538,0.48768656716417913,0.0,1.0,1.0,0.5,0.417910447761194,0
621,929,Windows C++/C# Software Developers,11813872,0.4824253731343283,0.0,1.0,0.75,0.7,0.43283582089552236,0
621,1127,Windows C++/C# Software Developers,24643412,0.48063432835820896,0.0,1.0,0.75,0.8,0.3208955223880597,0
621,1799,Windows C++/C# Software Developers,10624813,0.47951492537313434,0.0,1.0,0.75,0.8,0.31343283582089554,0
621,290,Windows C++/C# Software Developers,51639418,0.4735820895522388,0.0,1.0,1.0,0.6,0.22388059701492538,0
621,281,Windows C++/C# Software Developers,37242217,0.4678731343283582,0.0,1.0,0.75,0.7,0.3358208955223881,0
621,258,Windows C++/C# Software Developers,90867631,0.4539925373134328,0.0,1.0,0.75,0.6,0.34328358208955223,0
621,688,Windows C++/C# Software Developers,18365443,0.4528731343283582,0.0,1.0,0.75,0.6,0.3358208955223881,0
621,1195,Windows C++/C# Software Developers,22351830,0.4528731343283582,0.0,1.0,0.75,0.6,0.3358208955223881,0
621,2395,Windows C++/C# Software Developers,12144825,0.4514179104477612,0.0,1.0,0.5,0.9,0.27611940298507465,0
639,182,Software Engineers,34317538,0.4736111111111111,0.0,1.0,1.0,0.5,0.32407407407407407,0
